IsPromotionApplied,ProductionCost,MarketingSpend,SeasonalDemandIndex,CompetitorPrice,CustomerRating,EconomicIndex,StoreCount,ProductCategory_Electronics,ProductCategory_Furniture,ProductCategory_Toys,Region_North,Region_South,Region_West,CustomerSegment_Low Income,CustomerSegment_Middle Income,SalesRevenue
1.0284032131048015,0.3696979071655454,-0.23580192879877163,0.022635892176784488,-0.9702580528045185,0.8817597752080343,2.414632897403252,0.11493672024715373,-0.596600539213493,1.753088633127491,-0.5704218150202771,-0.5858185252503783,-0.5896684618314822,-0.5827389885138049,-0.736220107210202,-0.6789111722746201,2293.143706510084
-0.9723812481885865,-1.4923776965862952,1.085553759834183,0.022635892176784488,2.0598815229031073,0.8817597752080343,0.22306981386059244,-0.4726213143947391,-0.596600539213493,-0.5704218150202771,1.753088633127491,-0.5858185252503783,-0.5896684618314822,1.716034141718167,-0.736220107210202,-0.6789111722746201,1640.4543681511009
-0.9723812481885865,1.1995359479679961,1.5260056560451678,0.022635892176784488,0.7840332804998965,0.8817597752080343,-1.1857921684168315,-0.16156117840785467,1.6761634196950517,-0.5704218150202771,-0.5704218150202771,-0.5858185252503783,1.6958682119339528,-0.5827389885138049,-0.736220107210202,-0.6789111722746201,2173.08602274384
1.0284032131048015,-1.6239373859818056,-0.9565413953258377,0.022635892176784488,-1.1052035399817812,0.8817597752080343,1.4753915758849694,-1.1638660610322602,-0.596600539213493,1.753088633127491,-0.5704218150202771,-0.5858185252503783,-0.5896684618314822,1.716034141718167,-0.736220107210202,1.472946743017361,1672.60885700909
1.0284032131048015,-0.22738068316792523,-0.9165003138521118,1.7638583673140509,-0.3077983884797743,0.8817597752080343,0.588330327784369,0.4259968562340382,-0.596600539213493,1.753088633127491,-0.5704218150202771,-0.5858185252503783,-0.5896684618314822,1.716034141718167,-0.736220107210202,1.472946743017361,2443.222481617167
1.0284032131048015,-0.26786058759731307,0.20464996741221322,-1.718586582960482,0.9067109961155899,-2.600016237459426,0.3796100341136395,-0.16156117840785467,-0.596600539213493,-0.5704218150202771,1.753088633127491,-0.5858185252503783,-0.5896684618314822,-0.5827389885138049,-0.736220107210202,1.472946743017361,1508.9994244370469
-0.9723812481885865,1.6346949205839154,1.7061905226769343,1.7638583673140509,-0.2341917591103583,-0.8591282311256959,1.6319317961380164,-0.9564926370410038,1.6761634196950517,-0.5704218150202771,-0.5704218150202771,-0.5858185252503783,-0.5896684618314822,1.716034141718167,-0.736220107210202,-0.6789111722746201,2032.6134369697843
1.0284032131048015,-0.26786058759731307,0.04448564151730964,0.022635892176784488,1.164334198908546,-0.8591282311256959,-1.1857921684168315,0.978992653544055,1.6761634196950517,-0.5704218150202771,-0.5704218150202771,-0.5858185252503783,-0.5896684618314822,-0.5827389885138049,-0.736220107210202,1.472946743017361,2275.6295983707346
1.0284032131048015,-0.26786058759731307,-1.2968905878525079,0.022635892176784488,-0.369137246287621,0.8817597752080343,-0.7683515810753726,-0.05787446641222651,-0.596600539213493,1.753088633127491,-0.5704218150202771,1.7070132761209649,-0.5896684618314822,-0.5827389885138049,1.3582894438856787,-0.6789111722746201,2118.5021775248447
-0.9723812481885865,-1.3810579594054786,-0.6362127435360305,0.022635892176784488,-0.07471072880995695,-0.8591282311256959,0.588330327784369,0.9098681788803029,-0.596600539213493,-0.5704218150202771,-0.5704218150202771,1.7070132761209649,-0.5896684618314822,-0.5827389885138049,1.3582894438856787,-0.6789111722746201,2199.659394878796
